source_id,sentence,label,label_for_kaggle
10101COS_53,精萃中的黃金玉蘭PFA，能作用於肌膚的細胞內部，達到持續的重建功效，有效去除熟齡肌膚每天產生的毒素...能使肌膚產生潤澤、亮麗、振奮、抗皺、與緊緻等加乘效果...,第24條第2項,1
10408COS_64,（蒙娜麗莎潤白精華霜）...利用苯乙基間苯二酚的高親和性的催化，成為酪氨酸的替代物質，防止形成多巴醌，避免造成黑色素的形成...顯著抑制黑色素的生物合成物...（蒙娜麗莎彈膚麗─彈力、緊緻、修護系列）...彈膚麗修護系列能修護身體每個部位，包括臉部、頸部、眼唇周圍、胸部、臀部、腹部、大腿，能提升肌膚彈力和預防肌膚鬆弛...提昇了肌膚彈性與延展性，而且能加強修護受損的肌膚...體霜提供外傷、燒燙傷、抽脂及手術後疤痕修護...臉霜提供雷射、磨皮、換膚(ex.焦葡萄酸)後最佳修護...能夠軟化疤痕，抑制締結組織異常增生...增強肌膚的彈性與張力...抗老防皺的極品...,第24條第1項,0
10411COS_38,女生肌膚老化 就是受創...眼頸周洩漏年齡 女人保養千萬別遺漏，否則脖子變年輪...抹的童顏針...終結暗沉 鬆弛 下垂...高除痕...1億7千萬支微針瞬導x24k黃金奈米零隙縫傳輸系統...0%到100%瞬間能量滿格 極升肌底活力...,第24條第1項,0
9911COS_50,ORIKS全系列萬能底妝BB霜...補妝，同步補充肌膚水分...取代日常生活的粉餅...瞬間修復肌膚元氣...1.魔睫心機超黑防水眼線液//...連最難畫的內眼線，都可輕鬆描繪......4.肌因高效活妍BB霜//...喚醒肌膚細胞生理時鐘，促進細胞修護再生機能......5.魔睫心機超濃密防水睫毛膏//...不用擔心睫毛掉落...,第24條第1項,0
9808COS_30,隨時、隨地、想白就白，四週終結56%色斑、28天淡化斑點56%...有如空氣般輕盈的『雪花彈力粉體』+『超微粒感應因子』能瞬間撫平毛孔與瑕疵...上妝同時對抗自由基...可預防自由基...,第24條第2項,1
10012COS_33,智慧修護 重建活化激活再生...自癒能力，喚醒細胞...缺水、紅癢、角質異常...植物激活素細胞自癒能力與喚醒老化細胞...黑斑、皺紋、美白、改善色素沉著、斑點及光澤...促進每一層肌膚與每一個細胞的自癒能力...痘疤...協同肌膚產生自體修復的能力...,第24條第1項,0
10012COS_50,改善細紋乾燥問題...提昇肌膚代謝，修護再生，延緩老化...多添加山茶花油、分子釘修護角質異常，改善受損乾裂問題...抗敏抗炎，改善敏感、乾燥粗糙問題...,第24條第2項,1
9906COS_64,含有多種可幫助肌膚新生及活化的生長因子...緊實度與光滑度在使用30天後明顯的提升...快速修復受損肌膚不留痕跡...,第24條第2項,1
9911COS_10,重塑 緊實 強化 肌膚潤澤度+27％ 緊實度+10％紋路-26％...3項成分：特殊的『咖啡因』成分，能舒緩浮腫、雙下巴情況...『大豆蛋白』...使肌膚緊實，減少皺紋與鬆弛感...幫助重建肌膚組織、恢復細胞活性...7年經典再進化 超越保濕啟動修護...瞬間柔膚、撫平細紋、密集保濕、彈力再生、毛孔緊緻、油光控制、均勻膚色...醫學中心皮膚科主治醫師 張學倫醫師礦物及微量元素不僅是維他命與酵素作用的關鍵養份，也是維持皮膚健康和細胞代謝之必須；對於皮膚的幫助更可追溯至西元前1500年現存最古老的醫學典籍所記載至今。充足的礦物元素可以幫助皮膚的舒緩和修復，重新調理出健康的肌膚體質...薄荷因子可以即刻降膚溫2度，減少肌膚水分散失20%！內含70多種微量礦物，除了保濕同時灌注肌膚無限元素！24H不斷水機制，讓保濕不只瞬間到位，更全天候卡位...獨創超彈力金三角配方，持續刺激肌膚膠原蛋白增生，同時預防環境造成的老化鬆弛問題。...提供長效滋潤，立即撫平乾燥型細紋，提升膚質平滑度，並鎖住抗老成分，持續補給細胞活力與刺激蛋白質增生...男用高機能化妝水，含『淨化排毒複合物』、『潤澤因子』和『PTP礦泉舒活因子』，能排毒保濕，提高肌膚光澤...結合高濃度PTP與山萘酚葉萃取，從基因和DNA啟動細胞年輕機制8項專利，終結老化，刺激新生，從基因活化，讓臉龐重返青春。活絡細胞生命基因-PTP...此系列以高濃縮配方，紓緩並刺激細胞新生，實驗證實可全面活化細胞生命基因的表達...*ATP瞬效充電：7大帶電礦物離子，鎂、鋅、銅、錳、鈉、鉀、鈣，以細胞能最速效吸收利用的帶電態，快速形成各式肌膚自癒修護所需的能量分子。*促進微循環：精純人蔘，先為肌膚舒壓，然後促進肌膚微循環，疏通能量傳導...,第24條第2項,1
9904COS_41,針對黑色素生成關鍵，一一擊退...使用四週後證實斑點與暗沉明顯改善；不但有效抑制黑色素生成，能作用於黑色素生成的每一關鍵步驟...1.DPS淡斑系統-抑制黑生成...2.水楊酸-排除肌膚表面黑色素...3.菸鹼醯胺-限制黑色素細胞轉移到角質細胞...,第24條第2項,1
9912COS_27,尿囊素/蘆薈 抗敏舒緩、維他命E 抗氧化、腺甘酸 拉提緊緻...除皺認證...『腺甘酸』→類似電波拉皮效果...抗皺、拉提...紅蔘 防止老化、米 平衡油脂、南瓜 抗老化...活化肌膚 消除歲月痕跡（皮膚圖片）...加速肌膚膠原蛋白的增生、改善肌膚彈力、減少細紋及淡化肌膚暗沉...達到為肌膚抓水、捕水...修復受損的皮膚，有效地收緊及挺實疲累和鬆垂的肌膚，並能在最短的時間內為肌膚舒緩各種刺激性反應，協同膚色均勻煥白作用，使肌膚回復白皙晶透...,第24條第1項,0
9908COS_51,O2made保養品以輕食為概念:不給肌膚增添不必要的繁瑣保養，以簡單的保養順序不僅可以為皮膚得到良好的滋養，豐富的微量元素，更可以排除平日累積的髒污，現代人講求輕食，臉部保養也講究輕食，海洋深層水有大量的礦物質和微量元素，豐富的九十多種礦物元素O2made帶給~~1.給予肌膚最純淨豐富的滋養（主要成份：O2 synchrowater）2.嚴謹的測試，只為提供穩定.安全.安心的產品3.揉合感官享受，調和心與外在平衡，締造美麗.時尚.幸福的國際風O2made神秘之水 O2synchro water 特別萃取自日本天然無污染的久米島海洋深層水經過磁化作用，使水分子更小更好吸收地球最純淨的水脈-日本久米島海洋深層水，將2000多年前封存海底的日本久米島海洋深層水中珍貴元素-白金、鎂、鋅、鐵、鉀...90多種礦物質與微量元素，加上專利-磁氣活化作用，分子更為細小，富含2大特點，含氧量高，高負離子，是肌膚的維他命，給肌膚飽滿的養份。...,第24條第2項,1
10408COS_0,清新柔潤的凝乳質地，瞬間潤澤眼周的肌膚。富含天然小黃瓜萃取和日本綠茶精華+A1，針對暗沉部位賦予明亮光采。微分子鎖水膜（Micropatch Technology）富含大量水分，能快速有效地將水分吸收並往下滲透、持續作用，達到迅速保濕功能。使用後倍感清新，肌膚獲得舒緩、密集潤澤、消除浮腫！每週使用2~3次，在眼周部位上敷上薄薄的一層，留置7至10分鐘後，以化妝棉拭淨，立即恢復活力眼采! 92％的天然成分，配方不含苯甲酸酯類。專為嬌嫩的眼部所設計，經皮膚科和眼科醫師測試...,第24條第1項,0
10106COS_94,毆舒丹媽媽寶寶潤膚乳-能舒緩及修護敏感肌膚，給您和寶寶最佳的保護...毆舒丹乳木果潤唇膏-含百分百天然成分而獲得有機認證...能舒緩、滋潤及修護乾燥的雙唇...臘菊賦活再生系列-輕抹肌膚時光青春極緻再生...臘菊精華能喚醒彈性因子作用，讓臉部輪廓更加緊緻，由深至淺抹去時光細紋，煥發透亮光采...毆舒丹臘菊極緻修護精華霜-能全面抗衰老...幫助您的肌膚變得光滑、再生及回復年輕狀態...毆舒丹玫瑰柔膚保濕噴霧-含保濕的玫瑰花水與舒緩的活性成分，令肌膚柔軟舒適...,第24條第2項,1
10303COS_13,針對極乾燥肌膚問題，推出保濕配方增量100%以上的玻尿酸保濕系列新品...保濕精華增量197%，添加抗旱鼠尾草配方，大幅提升水份吸收度，使肌膚迅速補充水分，以利後續有效成分吸收...油性滋潤成分增量100%，並添加古布阿蘇油，能深度滋潤極乾燥肌膚，增加平滑細緻度...一到肌膚水分容易流失的秋冬季節，原本就是乾性膚質的人，馬上就轉變成更加嚴重的極乾性肌膚；而混合性肌膚到了這個時節，在溫度每下降一度，皮脂分泌率便會減少10%的狀況下，導致『細胞間脂質』和『皮脂膜』的鎖水功能不完整，加速皮膚水分散失的速度，使肌膚變得乾燥脆弱，也會呈現出乾燥膚質的現象...重整角質&皮脂能量...完美補充角質間脂質，幫助修護皮脂膜，大幅強化肌膚鎖水系統，充分療癒極乾肌質，慢慢恢復水潤美肌...不僅改善肌膚乾燥粗糙感，就連每個月MC來臨前的過敏狀況都沒發生過...,第24條第1項,0
10412COS_32,毛孔都縮小了...粗糙X毛孔X暗沉X細紋四大肌膚問題一一擊破全退破...抗菌因子...明眸霜→潤澤修護，一次KO眼周細紋!電眼膜→15分改善眼周暗沉...,第24條第1項,0
10504COS-half_21,"他說只要將精油擦拭在自己的太陽穴,鼻子部位,能量猶如閃電入魂般快速竄入體內,讓人立即恢復元氣,他認為這瓶精油具有：平衡脈輪系統.回春抗老.舒解高壓張力.提升當下自覺躁鬱...失眠...易怒...全身痠痛?肩頸僵硬?這些其實不是病,妳只是沒有找對方法  林太太51歲情緒不穩,內分泌失調...好我們現在用精油試試看,滴上去之後我們先嗅吸,在按摩鼻端兩邊...好按完之後可以看到妳這個圖...這邊的指標非常的明顯...除了嗅吸之外,你也 可以用來泡澡,其實很多婦女的內分泌問題也會得到很好的療癒  嗅聞-舒緩情緒,安穩入眠  塗抹-改善脹氣,緩解胸悶 氣管過敏不會因為半夜咳嗽引起睡眠品質不好(解決過敏症狀 !!)  真的只要 BonnieHouse 的精油,你不只肩頸放鬆喔,連睡眠品質也會變得非常好  前一陣子開始使用 Bonnie House 脈輪精油,真的很特別哦,不論是針對身體不舒服或者是情緒不佳,只要一瓶,就可以幫助我達到舒緩...",第24條第1項,0
10305COS_26,（金鑽魚子精華露）法國專利萃取技術...【磷脂囊包裹技術】活性高於一般5~10倍...由內而外修護細胞...停止老化高達97%...全面控制發炎造成的黑斑、暗沉...使用7天後皺紋減少了...達到阻斷皮膚老化、抗老、凍齡、逆齡的完美效果...眼袋...法令紋...由下往上...由內往外.幫你做全臉回春10歲以上的效果...之前我的細紋滿布...現在我的皮膚非常的光滑.使用3天我就發現我的斑變淡了...使用7天後的我細紋就不見了...現在我不用化粧就可以美美的出門了...有效刺激細胞增強自我修復...,第24條第1項,0
10304COS_28,因為它本身的0.02mm超薄厚度、極其柔軟服貼緊密、和超高載水力的特性，就像一層隱形的『水肌膚』密合服貼在肌膚上，加上它具有13倍的載水力，能將十足的保養成分強力灌入肌膚中，成為最新一代的面膜材質王...15分鐘擁有飽水、透亮、柔嫩、光采四大美肌效果...15分鐘再造潤透亮滑肌膚...,第24條第2項,1
10504COS-half_9,天然電波拉皮... 隱形拉提網 從基底層架構彈力網讓肌膚向上拉提豐潤增生術 活化細胞，促進膠原蛋白增生美肌更豐盈彈潤...深海基因緊緻賦活濃縮精華強化肌膚支撐力，讓養分能傳輸直達真皮層，強化膠原蛋白增生，肌膚更豐盈緊緻深海基因緊提極緻黑鑽能量安瓶強力修護細胞，促進肌膚再生更新...,第24條第2項,1
10304COS_47,超越醫美等級...全台唯一經過280種檢驗 100%純天然不含化學成份...卡笛兒五大原理對策:1.嶄新技術科技-以超微粒分子百萬分之三的密度達到深入肌膚 2.高效保濕原理-小分子快速導入肌膚底層極速提升保養吸收力 3.有機成分添加-認證的苦薄荷幹細胞有機專利微珠天然蜂蠟 4.超濃縮技術-只要一、兩滴即達到全臉吸收 5.衛生署核可-本產品經過各項檢驗絕無西藥成份...,第24條第1項,0
10211COS_34,含小黃瓜萃取液，可淨白肌膚...富含維生素E，可防止老化...棕櫚油成分具有柔軟肌膚和滋潤肌膚的作用...清新宜人的香味可舒緩疲勞...,第24條第2項,1
9903COS_37,五大保証：1保証內含多種植物性萃取精華...2保証SGS檢驗通過，不含任何重金屬...3保証不含危害人體健康...4保証染髮迅速...5多國專利瓶設計...,第24條第2項,1
10009COS_38,促進脂肪分解的效用...有效雕塑大腿、上臂、腰部、臀部等女性最在意的部位...針對惱人的橘皮組織發揮功效，幫助您打造出平滑動人的身體曲線...挑戰地心引力，全面收緊線條...強化並刺激其關鍵蛋白質-促進緊塑關鍵肌因Emilin-1的自然合成，建構肌膚緊緻度...海藻萃取與多種植物精萃強化肌膚，刺激膠原蛋白再生並深度滋潤肌膚...強化細胞再生並促進角質自然更新...逆轉光老化、抑制黑色素生成、消除自由基...促進眼部血液循環，淡化黑眼圈。2.舒緩日曬後紅腫，過敏等不適感及泛紅現象。3.抗老化，強化肌膚自我保護功能，安撫敏弱或曬傷後皮膚...,第24條第1項,0
9911COS_31,痘痘、暗沉、粉刺、法令紋、去角質、美白、保濕...一次完成...立即去除老廢角質，馬上使用、皮膚立即亮白...皺紋深度減少21.6%...粗糙度減少16.4%...亮白增加67.8%...在醫學上已用於燒燙傷、潰瘍、各類創傷以及角膜損傷等的治療。EGF還能促進正常表皮細胞的新陳代謝，添加到美容護膚品中可以達到美白、抗皺、延緩衰老的作用...,第24條第1項,0
10107COS_91,特別推薦缺水、乾燥及無光澤、無生氣的肌膚使用...不徹底清除肌膚上殘留的彩妝和髒污，甚至帶妝睡覺，殘留的彩妝堵塞毛孔，造成汗腺分泌障礙，常容易誘發粉刺，時間長了不止傷害皮膚，還會使其衰老速度加快...,第24條第2項,1
9903COS_11,瞬間啟動肌膚造水力達150%，同時活化細胞能量循環高達150%...發揮驚人抓水力達30倍，為細胞儲存滿滿水分...訴求活化細胞、修復受損細胞，提升肌膚自體保濕能力...輕柔光滑的光筆在肌膚上，讓細緻珍珠粒子幻化氣色展現活力...瞬間啟動細胞內的自主保濕系統...24小時層層保濕...肌膚全方位抵禦乾燥因子91%...極限延伸睫毛膏 無限延伸的奢華 極緻濃密 無限纖長 完美捲翹...革命性的『極限塑型』配方...獨創『8°仰角極翹刷』設計...,第24條第2項,1
9908COS_65,抗黑頭毛孔緊緻妙鼻貼...同時緊緻毛孔，預防感染...T字部位控油保濕面膜...有效抗發炎，預防感染，同時紓緩過敏及肌膚不適...預防痘痘粉刺...活化肌膚...,第24條第2項,1
10410COS_81,秀髮顧問、美妝部落客一致推薦 精心打造醫美級摩洛哥秀髮洗髮精...頭皮問題不分男女...分工最細的降齡新配方！無論什麼頭！？只要洗一次，瞬間有感覺！...真正治本 而非治標...避免皮屑芽孢菌過度生長對抗脂漏性皮膚...可以完全取代...等文詞、...【摩洛哥洗髮精】醫美級修護！頂級摩洛哥油，瞬間輕盈柔順 不含矽靈！滋潤修護、控油抗屑、強健髮根【修護滋養髮膜】法國深海紅藻＋摩洛哥油 徹底改善髮質 有效吸收，滋潤柔順感，持續24小時不間斷...徹底改善你的髮質...,第24條第1項,0
10211COS_29,醫美專科藥證...淚溝，暗沉，斑點，法令紋...細紋，斑點，暗沉，黑眼圈...過敏，痘疤，泛紅，斑點...增強肌膚的彈性和韌性...行政院衛生署核可藥字號...歐盟有機認證...衛署粧製字第10205033號...,第24條第1項,0
10305COS_0,並延緩顏色和光澤褪去...使頭髮更豐盈強韌...針對長期吹染整燙，風吹日曬的傷害，導致乾澀分岔，毛躁糾結的頭髮，強效潤澤，滋養髮根，舒緩養護頭皮，並有效延長毛髮生長週期、強健髮根 頭皮抗老化...得到德國皮膚科醫師證實，真的唯一一支窈窕緊緻...真正能夠緊實身體...洗完好像吃了減肥藥一樣...有瘦身等級...好像吃過減肥藥那麼緊...敏弱肌膚最需要...經過德國醫學證實，連續使用四周後，有84%以上受測者對嫩白保濕感到滿意，有82%以上受測者對緊緻彈性度感到滿意能讓肌膚達到緊緻、孅盈、增加彈性...加速循環及勻體效果...發汗排水效果...海藻...都經醫學研究證實有減肥的效果...能撫平細紋與皺紋...舒緩修護乾燥、龜裂與敏弱肌膚...急效修護神霜...改善鬆弛...平衡油脂和含水量...像是鬆垮、或是過敏的人可以用...瞬效保濕度大考驗 肌膚保濕度提升100%...未塗抹30.1...已塗抹60.4...沒有斑也沒有細紋...敏感、熟齡膚質 改善疤痕...幫助傷口癒合 減少疤痕 降低皺紋成因...針對妳臉上的所有疤痕、皺紋的、斑點的、鬆弛的...一流的解決幫手...皮膚新生效果很快...美白、皺紋、除疤...好有效...斑點的...加速你皮膚排黑的能力 眼袋的循環...黑眼圈的活化 妊娠紋...深層斷裂的...可重新接回組織...全部再生成新的皮膚...有效撫平細紋與皺紋，敏感性肌膚適用『醫療之樹』銀杏-有效抗衰老、刺激肌膚更新、逆轉逆齡功效適合敏感肌膚，保濕滋潤，防止肌膚老化 ...產生核原細胞增生的原理...能將古畫布填補，達到抓取拉平的神奇功效...發現比玻尿酸更驚人的除皺與保濕的功能...能改變28天皮膚無法正常代謝的膚質與暗沉...動態紋路再造填補...基礎皮膚層更新再生...奇蹟般更新您的皮膚...肌膚變得細嫩有彈性，摸起來柔滑...將大分子活性微化處理...並有效預防乾、龜裂，調理敏弱各種肌膚...對於敏弱肌膚、耐受性較底的膚質能有效調理...有效緊緻毛孔 12小時、經過美國皮膚科醫學測試...在保濕度長達12小時，有效滋養肌膚長達12小時，有效修護肌膚給肌膚全天侯的保護這是24小時，包括了肚皮100位的受測者，使用六週後效果...可是最厲害是在這張25項的功能，廣核表一致都通過...敏感性的肌膚也可以擦...保濕度提升35%...、預防老化，緊緻彈性，以及減少皮膚粗糙和水分流失，效果長達24小時。受試者平均滿意度高達75%以上...,第24條第1項,0
10307COS_12,（植村秀鑽石光粉餅）隨身補光，全日超量零暗沉...（Shu Uemura 櫻花水感潔顏油）超清爽卸妝 極淨毛孔零油光...全球每7秒賣出一瓶的植村秀潔顏油...清除油光粉刺為訴求，是妳越洗膚質越清爽唯一選擇...這次更推出史上第一瓶『水感』潔顏油，打破一般人對潔顏油越用越長痘、越洗臉越油的迷思，以終結油膩不舒適感...（紅萃活妍肌精化粧水）能有效代謝老廢角質，並幫助平滑潤澤肌膚表面。海洋深層水成分能有效促進肌膚天然的自體保濕效能，為肌膚帶來柔嫩，活力與明亮的表現...強化細胞『能量工廠』粒線體活動力，重整細胞能量循環機制...（黑萃緊顏活化露 150ml）可溫和去除老廢細胞，使肌膚緊實、減少細紋，帶來光采滋潤的完美膚觸...預防肌膚膠原蛋白的『醣化作用』並促進其生長...經醫學公認為當今最強抗老成分...使肌膚獲得緊實、彈力，並可同時消除皺紋...針對易顯鬆弛的下巴至臉頰部位進行神奇的『-3度自體拉提』，為您重塑出青春的45度角...,第24條第2項,1
9907COS_25,最好用...最貼膚...最輕透...每個細胞都徹底被喚醒！...輕粉筆，把把『黯沉』、『疲累』、『瑕疵』完全掃光，帶著『SPA好氣色』出門！...不但讓腮紅質地更加輕盈透明，同時加速肌膚的代謝與循環...有色感腮紅OUT...撐起肌膚裡所有的膠原纖維...,第24條第2項,1
10106COS_95,內容載有隔離乳輕薄20倍的綿密慕絲，發揮SPF30 PA+++的基礎防曬功能，同時升級保濕與緊緻毛孔的完美妝前保養功效，讓您的底妝更完美持久，為您營造零毛孔的完美膚質...植村秀綠茶潔顏油-能有效帶走倦容，使肌膚回復青春活力...能徹底清除肌膚雜質及避免皮膚的氧化壓力...」等文...,第24條第2項,1
9903COS_22,擊碎Baby Face魔咒★給妳小Ｖ臉尖下巴 瞬間緊俏立體深邃小臉★U型肉肉臉ByeBye!!...天天使用瞬間小臉...使用前U型肉肉臉 使用後立即感受緊繃提拉感(佐以比較圖)...白茶花-深層瓦解NG油球 長春藤-緊實手臂曲線 祕魯鉤藤-囤積不過夜 瓜拿那-緊實告別鬆弛...日-改善鬆弛紋理、凹凸不平的皮膚組織，使肌膚回復健康滑嫩 夜-掃除肌膚多餘水分，將手臂上堆積已久的分解廢物排出，7天有效感受手臂變化...平整緊緻腹部肌膚腹部肌膚平滑緊緻...創新三重勻體機制...深層緊實加強美型肌膚...活化肌膚...舒活因子...,第24條第2項,1
9807COS_4,24小時持續美白抑制黑色素百分之百...深入肌膚 掃除黑色素抑制黑色素的生成並針對已形成的斑點進行淡化的作用...美白，緊實，恢復肌膚活力！去除老化斑點...啟動更新修護機制深層美白效果更快最明顯...,第24條第2項,1
10009COS_43,8分鐘煥膚...瞬時...更新煥膚...酵素...剝離老廢角質...重建肌膚...全球五大...創造出超過200項專利...,第24條第1項,0
10007COS_9,內層保護：深入保護DNA，不受自由基侵害，維持肌膚健康年輕...加速防護蛋白生成，促進肌膚自然修護力，強化DNA對自由基的防禦力，降低有害因子對DNA產生的侵害，讓無孔不入的UV紫外線無機可乘，肌膚不只白，更健康年輕...超越一般UV防護 DNA防護科技*不只阻隔紫外線與汙染，更深入保護DNA*...12小時阻絕UVA/UVB及污染...對抗自由基侵害...避免DNA受UV侵害...使用八週後，斑點變淡89% 斑點變小83% 斑點變少81%...能深入肌膚底層搶先淡化即將新生的斑點，並同時密集對抗已形成的頑固黑斑...5大肌膚瑕疵 瞬間撫平肌膚的坑坑疤疤，瞬間光滑零毛孔...利用光學折射原理，有如電腦修片的柔焦肌...明顯可看出原本臉上的坑坑疤疤及小細紋都被撫平了，肌膚光滑零毛孔，看起來立刻年輕５歲！...尤其針對黑眼圈特別有效!...有效淡化斑點痘疤等小瑕疵...妳一定要試的美妝魔法！毛孔‧細紋‧斑點‧暗沉‧油光通通不見‧光學折射科技，展現零瑕疵柔焦裸肌‧超輕感零油脂配方，長時間抑制油光‧淡淡玫瑰色，瞬間給妳粉嫩好氣色...Defend Natural Aggression防護科技（凸顯放大DNA三字）...★ 短短28天 見證睫毛生長奇蹟4週★ 妳的睫毛更長、更密、更強韌...★ 讓屬於休眠期的睫毛長的更長、更密。★ 促進眼皮膠原蛋白的生成★ 延長毛囊的生命週期★ 減少睫毛掉落...,第24條第1項,0
10107COS_97,■長效鎖水，才能清爽控油■多重調理精華，更新肌膚能量■無油保濕，男人的輕保養...■減去油光，極淨暢快-茶樹清爽潔面乳■極致控油，多重調理，為你啟動無油肌-全效控油調理精華...,第24條第2項,1
10504COS-half_42,輕輕一擦，馬上帶走使肌膚看起來暗沉的老舊角質，溫和調理角質，實現平滑美肌！從卸妝開始調理角質，從此和粉刺說byebye，實現光滑水嫩肌！...肌膚的老廢角質被搓掉了!!...西洋白柳樹皮精華(角質柔軟成份)：生長在歐洲中南部的白柳樹，自古以來被當成藥方來使用。具有消炎、促進肌膚的新陳代謝的功能，維持肌膚的清潔美麗...預防乾裂...修護富貴手、亀裂、死皮等手部肌膚問題。...抗菌新配方!抑制壞菌滋生...,第24條第1項,0
9810COS_20,因為它活化了，活化後，它開始會長頭髮出來...主要成分有清熱解毒的野菊花...還有活血作用的肉桂...幫助增生毛髮強健髮絲...M型禿...10天肌膚明亮度提升123％...深層淡斑 全臉美白...使用7天白兩個色階...改善孕斑、暗沈...,第24條第2項,1
10008COS_8,獨創『綠茶精華微粒』，只要輕輕按摩，即可加速溶解滲透，緊緻毛孔效果更加倍！高效抗氧去黃排廢，緊緻粗大毛孔，預防髒污擴張毛細孔。另添加『雙岐乳桿菌發酵精華』促進健康細胞形成，強化肌膚抗氧力，三分鐘掃走粗糙、黯沉，加速痘印消退，一敷亮滑重現，爲肌膚增添亮采。...『採用綠茶精華微粒』，配合輕輕按摩，加速溶解滲透，緊緻毛孔效果更加倍！高效抗氧去黃排廢，緊緻粗大毛孔，預防髒污擴張毛細孔。另配合『雙岐乳桿菌發酵精華』促進健康細胞形成，強化肌膚抗氧力，三分鐘掃走粗糙、黯沉，加速痘印消退，一敷亮滑重現，爲肌膚增添亮采。...高效收緊毛孔，同時軟化修護粗糙角質，毛孔粗大、黯沉粗糙一支Takeout！...富含『鮮萃蜂皇乳精華』及『西洋梨發酵精華』不僅能柔軟並掃除老廢角質，修護受損角質，回復柔嫩膚觸。更為肌膚注入營養活力，提升肌膚飽水度及鎖水力...,第24條第1項,0
10306COS_53,[Wellness Concept]橙花臉部精油...改善輕度沮喪...；[Wellness Concept]油脂平衡精華液...平衡肌膚油脂分泌、舒緩肌膚不適感、維持肌膚健康...,第24條第1項,0
10212COS_7,14天年輕4歲的抗老液苗，...從基因解密到肌因保養。...當今最先進的幹細胞療法就是先抽取自己的血液進行純化，得到原生幹細胞培養，回春效果可說是非常誘人。...DERMiNSTITUTE得因特保養品賦予肌因抗老新定義，運用多合一液苗概念研發而成的Fillift™液態拉皮素，能抑制細胞衰老元素，...拉提緊實輪廓多面向的逆齡抗老，協同獨家千年蓮花種子萃取MTEnzyme™，及完整肌因抗老成分防禦外在老化因子的威脅與侵害，改善鬆弛，...得因特肌因抗老奇蹟重塑精華喚醒肌因重回青春狀態，逆轉歲月痕跡讓一切重新開始...眼周明顯感到緊緻拉提...使用眼霜4周，明顯感受紋路減少63%以上...14天年輕4歲的抗老液苗....專利液態拉皮素Fillife™解決所有皮層、結構、核心的老化困擾；協同千年蓮花種子萃取MT Enzyme™...超越微整手術更無須承擔風險，只需14天，重塑肌因、反轉肌齡4歲...獨家肌因美白鑰匙科技，調控體內四大類關鍵美白肌因，強勢阻斷黑色素生成，彷彿瞬間啟動175次美白效應， 讓肌膚超越自我極限的淨白透亮...,第24條第2項,1
10003COS_14,國際學會論文發表實證”防腐劑”對肌膚的5大影響...1.防腐劑(Methyl Paraben)會聚積於皮膚角質層：...2.促進肌膚老化：...3.會加促傷害肌膚細胞DNA：...4.導致角質層形成不健全：...5.阻礙美容成分發揮功效：...,第24條第1項,0
9907COS_42,全身頑固脂肪的終極殺手...百分之百純天然草本精華及不飽和脂肪酸配方，可有效軟化頑固硬脂型組織...妊娠紋、肥胖、比較大的油球、祇要晚上它就策略性的燃燒...打擊由大球變成小球...,第24條第2項,1
10403COS_24,不含水楊酸！厚繭、老皮OUT！...加強保濕效果，溫和絕不刺激...淨白！保濕修護！加強角質代謝...厚繭、老皮bye~厚角質，老繭，腳臭腳皮肥厚...能深層潤澤保濕、修護天然保護膜，鞏固肌膚自禦力，修護肌膚...亮白、保濕、去角質，一瓶搞定...自然重現粉嫩肌：純天然無添加...高營養酵素：可活化肌膚...速速還你白皙臉，黑臉變白臉...『痘痘』急退散，促進肌膚新陳代謝，亮澤膚色淡化荳疤，加強保濕補水斷油...月球表面變水煮蛋...水楊酸 加強角質代謝，藉此達到預防面皰，改善痘痘問題肌的效果。且能深入毛細孔，達到細緻肌膚、縮小毛細孔的效果。甜沒藥由洋甘菊萃取而得。具有舒緩、調理安撫等作用。...『深層淨化 鎖住水分 提升膚色明亮度』每當到了夏天，就為不斷出油、毛孔粗大、遭荳荳襲擊的肌膚感到困擾嗎？Polynia 肌淨面膜利用活性碳優異的吸附特性，不但能深層淨化阻塞毛孔的惱人油脂及髒物污垢外，還能軟化肌膚表面堆積已久的角質，肌膚在洗淨後，水潤不緊繃，明顯變得更加通透有光澤。富含多種酵母萃取及維他命、礦物質成分，能有效減緩出油的困擾。更含有8種皮膚必須胺基酸，為皮膚最佳營養劑，能維持高效的吸水性，對肌膚有極佳的保溼效果，使肌膚達到油水平衡的最佳狀態。其中豐富的維生素C，能柔軟、滋潤、明亮膚色，使肌膚質感更加柔嫩細緻，明亮度UP UP。 除全臉敷用外，也可針對局部粉刺、痘痘部位做重點敷用，減輕痘痘引起的不適感，加速復原時間。...,第24條第1項,0
